index,col1,col2,col3-bioproject,col4-biosample,col5,col7-organism,col5_is_acc,biosample_uid,assembly_uid,assembly_accession,url,organism
80,NZ,1434139,PRJNA224116,SAMN02437374,NZ_AZOR,Shigella_flexneri_Shi06HN250,False,2437374,115381,GCF_000565725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/725/GCF_000565725.1_ASM56572v1/GCF_000565725.1_ASM56572v1_genomic.fna.gz,Shigella flexneri Shi06HN250 (enterobacteria)
81,NZ,1434140,PRJNA224116,SAMN02437375,NZ_AZOS,Shigella_flexneri_Shi06AH028,False,2437375,115391,GCF_000565745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/745/GCF_000565745.1_ASM56574v1/GCF_000565745.1_ASM56574v1_genomic.fna.gz,Shigella flexneri Shi06AH028 (enterobacteria)
82,NZ,1434141,PRJNA224116,SAMN02437376,NZ_AZOT,Shigella_flexneri_Shi06HN244,False,2437376,115401,GCF_000565765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/765/GCF_000565765.1_ASM56576v1/GCF_000565765.1_ASM56576v1_genomic.fna.gz,Shigella flexneri Shi06HN244 (enterobacteria)
83,NZ,1434142,PRJNA224116,SAMN02437377,NZ_AZOU,Shigella_flexneri_Shi06GS37,False,2437377,115411,GCF_000565785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/785/GCF_000565785.1_ASM56578v1/GCF_000565785.1_ASM56578v1_genomic.fna.gz,Shigella flexneri Shi06GS37 (enterobacteria)
84,NZ,1434143,PRJNA224116,SAMN02437378,NZ_AZOV,Shigella_flexneri_2003055,False,2437378,115421,GCF_000565805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/805/GCF_000565805.1_ASM56580v1/GCF_000565805.1_ASM56580v1_genomic.fna.gz,Shigella flexneri 2003055 (enterobacteria)
85,NZ,1434144,PRJNA224116,SAMN02437379,NZ_AZOW,Shigella_flexneri_Shi06AH130,False,2437379,115431,GCF_000565825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/825/GCF_000565825.1_ASM56582v1/GCF_000565825.1_ASM56582v1_genomic.fna.gz,Shigella flexneri Shi06AH130 (enterobacteria)
86,NZ,1434145,PRJNA224116,SAMN02437380,NZ_AZOX,Shigella_flexneri_Shi06GS55,False,2437380,115441,GCF_000565845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/845/GCF_000565845.1_ASM56584v1/GCF_000565845.1_ASM56584v1_genomic.fna.gz,Shigella flexneri Shi06GS55 (enterobacteria)
87,NZ,1434146,PRJNA224116,SAMN02437381,NZ_AZOY,Shigella_flexneri_Shi06SX36,False,2437381,115451,GCF_000565865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/865/GCF_000565865.1_ASM56586v1/GCF_000565865.1_ASM56586v1_genomic.fna.gz,Shigella flexneri Shi06SX36 (enterobacteria)
88,NZ,1434147,PRJNA224116,SAMN02437382,NZ_AZOZ,Shigella_flexneri_2002103,False,2437382,115461,GCF_000565885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/885/GCF_000565885.1_ASM56588v1/GCF_000565885.1_ASM56588v1_genomic.fna.gz,Shigella flexneri 2002103 (enterobacteria)
89,NZ,1434148,PRJNA224116,SAMN02437383,NZ_AZPA,Shigella_flexneri_Shi05SX04,False,2437383,115471,GCF_000565905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/905/GCF_000565905.1_ASM56590v1/GCF_000565905.1_ASM56590v1_genomic.fna.gz,Shigella flexneri Shi05SX04 (enterobacteria)
90,NZ,1434149,PRJNA224116,SAMN02437384,NZ_AZPB,Shigella_flexneri_Shi06SX53,False,2437384,115481,GCF_000565925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/925/GCF_000565925.1_ASM56592v1/GCF_000565925.1_ASM56592v1_genomic.fna.gz,Shigella flexneri Shi06SX53 (enterobacteria)
91,NZ,1434150,PRJNA224116,SAMN02437385,NZ_AZPC,Shigella_flexneri_2002007,False,2437385,115491,GCF_000565945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/945/GCF_000565945.1_ASM56594v1/GCF_000565945.1_ASM56594v1_genomic.fna.gz,Shigella flexneri 2002007 (enterobacteria)
92,NZ,1434151,PRJNA224116,SAMN02437386,NZ_AZPD,Shigella_flexneri_51575,False,2437386,115501,GCF_000565965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/965/GCF_000565965.1_ASM56596v1/GCF_000565965.1_ASM56596v1_genomic.fna.gz,Shigella flexneri 51575 (enterobacteria)
93,NZ,1434152,PRJNA224116,SAMN02437387,NZ_AZPE,Shigella_flexneri_51576,False,2437387,115511,GCF_000565985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/985/GCF_000565985.1_ASM56598v1/GCF_000565985.1_ASM56598v1_genomic.fna.gz,Shigella flexneri 51576 (enterobacteria)
94,NZ,1434153,PRJNA224116,SAMN02437388,NZ_AZPF,Shigella_flexneri_51577,False,2437388,115521,GCF_000566005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/005/GCF_000566005.1_ASM56600v1/GCF_000566005.1_ASM56600v1_genomic.fna.gz,Shigella flexneri 51577 (enterobacteria)
95,NZ,1434154,PRJNA224116,SAMN02437389,NZ_AZPG,Shigella_flexneri_51581,False,2437389,115531,GCF_000566025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/025/GCF_000566025.1_ASM56602v1/GCF_000566025.1_ASM56602v1_genomic.fna.gz,Shigella flexneri 51581 (enterobacteria)
96,NZ,1434155,PRJNA224116,SAMN02437390,NZ_AZPH,Shigella_flexneri_1997005,False,2437390,115541,GCF_000566045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/045/GCF_000566045.1_ASM56604v1/GCF_000566045.1_ASM56604v1_genomic.fna.gz,Shigella flexneri 1997005 (enterobacteria)
97,NZ,1434156,PRJNA224116,SAMN02437391,NZ_AZPI,Shigella_flexneri_2000019,False,2437391,115551,GCF_000566065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/065/GCF_000566065.1_ASM56606v1/GCF_000566065.1_ASM56606v1_genomic.fna.gz,Shigella flexneri 2000019 (enterobacteria)
98,NZ,1434157,PRJNA224116,SAMN02437392,NZ_AZPJ,Shigella_flexneri_2001020,False,2437392,115561,GCF_000566085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/085/GCF_000566085.1_ASM56608v1/GCF_000566085.1_ASM56608v1_genomic.fna.gz,Shigella flexneri 2001020 (enterobacteria)
99,NZ,1434158,PRJNA224116,SAMN02437393,NZ_AZPK,Shigella_flexneri_2001004,False,2437393,115571,GCF_000566105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/105/GCF_000566105.1_ASM56610v1/GCF_000566105.1_ASM56610v1_genomic.fna.gz,Shigella flexneri 2001004 (enterobacteria)
100,NZ,1434159,PRJNA224116,SAMN02437394,NZ_AZPL,Shigella_flexneri_2001042,False,2437394,115581,GCF_000566125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/125/GCF_000566125.1_ASM56612v1/GCF_000566125.1_ASM56612v1_genomic.fna.gz,Shigella flexneri 2001042 (enterobacteria)
101,NZ,1434160,PRJNA224116,SAMN02437395,NZ_AZPM,Shigella_flexneri_2001044,False,2437395,115591,GCF_000566145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/145/GCF_000566145.1_ASM56614v1/GCF_000566145.1_ASM56614v1_genomic.fna.gz,Shigella flexneri 2001044 (enterobacteria)
102,NZ,1434161,PRJNA224116,SAMN02437396,NZ_AZPN,Shigella_flexneri_2002021,False,2437396,115601,GCF_000566165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/165/GCF_000566165.1_ASM56616v1/GCF_000566165.1_ASM56616v1_genomic.fna.gz,Shigella flexneri 2002021 (enterobacteria)
103,NZ,1434162,PRJNA224116,SAMN02437397,NZ_AZPO,Shigella_flexneri_2002028,False,2437397,115611,GCF_000566185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/185/GCF_000566185.1_ASM56618v1/GCF_000566185.1_ASM56618v1_genomic.fna.gz,Shigella flexneri 2002028 (enterobacteria)
104,NZ,1434163,PRJNA224116,SAMN02437398,NZ_AZPP,Shigella_flexneri_2002069,False,2437398,115621,GCF_000566205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/205/GCF_000566205.1_ASM56620v1/GCF_000566205.1_ASM56620v1_genomic.fna.gz,Shigella flexneri 2002069 (enterobacteria)
105,NZ,1434164,PRJNA224116,SAMN02437399,NZ_AZPQ,Shigella_flexneri_2002091,False,2437399,115631,GCF_000566225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/225/GCF_000566225.1_ASM56622v1/GCF_000566225.1_ASM56622v1_genomic.fna.gz,Shigella flexneri 2002091 (enterobacteria)
106,NZ,1434165,PRJNA224116,SAMN02437400,NZ_AZPR,Shigella_flexneri_2002106,False,2437400,115641,GCF_000566245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/245/GCF_000566245.1_ASM56624v1/GCF_000566245.1_ASM56624v1_genomic.fna.gz,Shigella flexneri 2002106 (enterobacteria)
107,NZ,1434166,PRJNA224116,SAMN02437401,NZ_AZPS,Shigella_flexneri_2002110,False,2437401,115651,GCF_000566265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/265/GCF_000566265.1_ASM56626v1/GCF_000566265.1_ASM56626v1_genomic.fna.gz,Shigella flexneri 2002110 (enterobacteria)
108,NZ,1434167,PRJNA224116,SAMN02437402,NZ_AZPT,Shigella_flexneri_2002140,False,2437402,115661,GCF_000566285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/285/GCF_000566285.1_ASM56628v1/GCF_000566285.1_ASM56628v1_genomic.fna.gz,Shigella flexneri 2002140 (enterobacteria)
109,NZ,1434168,PRJNA224116,SAMN02437403,NZ_AZPU,Shigella_flexneri_2003035,False,2437403,115671,GCF_000566305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/305/GCF_000566305.1_ASM56630v1/GCF_000566305.1_ASM56630v1_genomic.fna.gz,Shigella flexneri 2003035 (enterobacteria)
110,NZ,1434169,PRJNA224116,SAMN02437404,NZ_AZPV,Shigella_flexneri_2005002,False,2437404,115681,GCF_000566325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/325/GCF_000566325.1_ASM56632v1/GCF_000566325.1_ASM56632v1_genomic.fna.gz,Shigella flexneri 2005002 (enterobacteria)
111,NZ,1434170,PRJNA224116,SAMN02437405,NZ_AZPW,Shigella_flexneri_2005025,False,2437405,115691,GCF_000566345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/345/GCF_000566345.1_ASM56634v1/GCF_000566345.1_ASM56634v1_genomic.fna.gz,Shigella flexneri 2005025 (enterobacteria)
112,NZ,1434171,PRJNA224116,SAMN02437406,NZ_AZPX,Shigella_flexneri_2005051,False,2437406,115701,GCF_000566365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/365/GCF_000566365.1_ASM56636v1/GCF_000566365.1_ASM56636v1_genomic.fna.gz,Shigella flexneri 2005051 (enterobacteria)
113,NZ,1434172,PRJNA224116,SAMN02437407,NZ_AZPY,Shigella_flexneri_2005184,False,2437407,115711,GCF_000566385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/385/GCF_000566385.1_ASM56638v1/GCF_000566385.1_ASM56638v1_genomic.fna.gz,Shigella flexneri 2005184 (enterobacteria)
114,NZ,1434173,PRJNA224116,SAMN02437408,NZ_AZPZ,Shigella_flexneri_2005GS061,False,2437408,115721,GCF_000566405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/405/GCF_000566405.1_ASM56640v1/GCF_000566405.1_ASM56640v1_genomic.fna.gz,Shigella flexneri 2005GS061 (enterobacteria)
115,NZ,1434174,PRJNA224116,SAMN02437409,NZ_AZQA,Shigella_flexneri_Shi06GS02,False,2437409,115731,GCF_000566425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/425/GCF_000566425.1_ASM56642v1/GCF_000566425.1_ASM56642v1_genomic.fna.gz,Shigella flexneri Shi06GS02 (enterobacteria)
116,NZ,1434175,PRJNA224116,SAMN02437410,NZ_AZQB,Shigella_flexneri_Shi06HN159,False,2437410,115741,GCF_000566445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/445/GCF_000566445.1_ASM56644v1/GCF_000566445.1_ASM56644v1_genomic.fna.gz,Shigella flexneri Shi06HN159 (enterobacteria)
117,NZ,1434176,PRJNA224116,SAMN02437411,NZ_AZQC,Shigella_flexneri_Shi06HN344,False,2437411,115751,GCF_000566465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/465/GCF_000566465.1_ASM56646v1/GCF_000566465.1_ASM56646v1_genomic.fna.gz,Shigella flexneri Shi06HN344 (enterobacteria)
118,NZ,1434177,PRJNA224116,SAMN02437412,NZ_AZQD,Shigella_flexneri_Shi06HN347,False,2437412,115761,GCF_000566485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/485/GCF_000566485.1_ASM56648v1/GCF_000566485.1_ASM56648v1_genomic.fna.gz,Shigella flexneri Shi06HN347 (enterobacteria)
119,NZ,1434178,PRJNA224116,SAMN02437413,NZ_AZQE,Shigella_flexneri_Shi06HN091,False,2437413,115771,GCF_000566505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/505/GCF_000566505.1_ASM56650v1/GCF_000566505.1_ASM56650v1_genomic.fna.gz,Shigella flexneri Shi06HN091 (enterobacteria)
120,NZ,1434179,PRJNA224116,SAMN02437414,NZ_AZQF,Shigella_flexneri_Shi06AH091,False,2437414,115781,GCF_000566525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/525/GCF_000566525.1_ASM56652v1/GCF_000566525.1_ASM56652v1_genomic.fna.gz,Shigella flexneri Shi06AH091 (enterobacteria)
121,NZ,1434180,PRJNA224116,SAMN02437415,NZ_AZQG,Shigella_flexneri_2001025,False,2437415,115791,GCF_000566545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/545/GCF_000566545.1_ASM56654v1/GCF_000566545.1_ASM56654v1_genomic.fna.gz,Shigella flexneri 2001025 (enterobacteria)
122,NZ,1434181,PRJNA224116,SAMN02437416,NZ_AZQH,Shigella_flexneri_2001027,False,2437416,115801,GCF_000566565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/565/GCF_000566565.1_ASM56656v1/GCF_000566565.1_ASM56656v1_genomic.fna.gz,Shigella flexneri 2001027 (enterobacteria)
123,NZ,1434182,PRJNA224116,SAMN02437417,NZ_AZQI,Shigella_flexneri_2001048,False,2437417,115811,GCF_000566585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/585/GCF_000566585.1_ASM56658v1/GCF_000566585.1_ASM56658v1_genomic.fna.gz,Shigella flexneri 2001048 (enterobacteria)
124,NZ,1434183,PRJNA224116,SAMN02437418,NZ_AZQJ,Shigella_flexneri_2002035,False,2437418,115821,GCF_000566605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/605/GCF_000566605.1_ASM56660v1/GCF_000566605.1_ASM56660v1_genomic.fna.gz,Shigella flexneri 2002035 (enterobacteria)
125,NZ,1434184,PRJNA224116,SAMN02437419,NZ_AZQK,Shigella_flexneri_2002127,False,2437419,115831,GCF_000566625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/625/GCF_000566625.1_ASM56662v1/GCF_000566625.1_ASM56662v1_genomic.fna.gz,Shigella flexneri 2002127 (enterobacteria)
126,NZ,1434185,PRJNA224116,SAMN02437420,NZ_AZQL,Shigella_flexneri_2002141,False,2437420,115841,GCF_000566645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/645/GCF_000566645.1_ASM56664v1/GCF_000566645.1_ASM56664v1_genomic.fna.gz,Shigella flexneri 2002141 (enterobacteria)
127,NZ,1434186,PRJNA224116,SAMN02437421,NZ_AZQM,Shigella_flexneri_2002142,False,2437421,115851,GCF_000566665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/566/665/GCF_000566665.1_ASM56666v1/GCF_000566665.1_ASM56666v1_genomic.fna.gz,Shigella flexneri 2002142 (enterobacteria)
128,NZ,198215,PRJNA179593,SAMN00792433,NZ_ADUV,Shigella_flexneri_2a_str._2457T,False,792433,459908,GCF_000183785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/785/GCF_000183785.1_ASM18378v2/GCF_000183785.1_ASM18378v2_genomic.fna.gz,Shigella flexneri 2a str. 2457T (enterobacteria)
129,NZ,623,PRJNA224116,SAMEA2434358,GCF_000953035.1,Shigella_flexneri,True,2906365,311731,GCF_000953035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/035/GCF_000953035.1_NCTC1/GCF_000953035.1_NCTC1_genomic.fna.gz,Shigella flexneri (enterobacteria)
130,NZ,623,PRJNA224116,SAMN02745623,GCF_000710235.1,Shigella_flexneri,True,2745623,188201,GCF_000710235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/235/GCF_000710235.1_ASM71023v1/GCF_000710235.1_ASM71023v1_genomic.fna.gz,Shigella flexneri (enterobacteria)
131,NZ,754077,PRJNA179983,SAMN00017655,NZ_AGRD,Shigella_sonnei_str._Moseley,False,17655,471408,GCF_000281815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/815/GCF_000281815.1_ASM28181v1/GCF_000281815.1_ASM28181v1_genomic.fna.gz,Shigella sonnei str. Moseley (enterobacteria)
132,NZ,754091,PRJNA180546,SAMN00016949,NZ_AKMW,Shigella_flexneri_CCH060,False,16949,486148,GCF_000267985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/985/GCF_000267985.1_ASM26798v1/GCF_000267985.1_ASM26798v1_genomic.fna.gz,Shigella flexneri CCH060 (enterobacteria)
133,NZ,754092,PRJNA179823,SAMN00017129,NZ_AFOW,Shigella_flexneri_J1713,False,17129,467468,GCF_000217895.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/895/GCF_000217895.1_ASM21789v2/GCF_000217895.1_ASM21789v2_genomic.fna.gz,Shigella flexneri SFJ17B (enterobacteria)
134,NZ,754093,PRJNA224116,SAMN00792434,GCF_000164925.1,Shigella_dysenteriae_1617,True,792434,235178,GCF_000164925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/925/GCF_000164925.1_ASM16492v1/GCF_000164925.1_ASM16492v1_genomic.fna.gz,Shigella dysenteriae 1617 (enterobacteria)
135,NZ,766138,PRJNA224116,SAMN00016948,GCF_000268145.1,Shigella_boydii_965_58,True,16948,486228,GCF_000268145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/145/GCF_000268145.1_ASM26814v1/GCF_000268145.1_ASM26814v1_genomic.fna.gz,Shigella boydii 965-58 (enterobacteria)
136,NZ,766139,PRJNA224116,SAMN00792437,GCF_000211955.1,Shigella_boydii_3594_74,True,792437,466588,GCF_000211955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/955/GCF_000211955.1_ASM21195v2/GCF_000211955.1_ASM21195v2_genomic.fna.gz,Shigella boydii 3594-74 (enterobacteria)
137,NZ,766140,PRJNA180551,SAMN00752565,NZ_AKNB,Shigella_boydii_4444_74,False,752565,486248,GCF_000268185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/185/GCF_000268185.1_ASM26818v1/GCF_000268185.1_ASM26818v1_genomic.fna.gz,Shigella boydii 4444-74 (enterobacteria)
138,NZ,766141,PRJNA179789,SAMN00792438,NZ_AFGE,Shigella_boydii_5216_82,False,792438,466628,GCF_000211975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/975/GCF_000211975.1_ASM21197v2/GCF_000211975.1_ASM21197v2_genomic.fna.gz,Shigella boydii 5216-82 (enterobacteria)
139,NZ,766142,PRJNA179784,SAMN00792439,NZ_AFFZ,Shigella_dysenteriae_155_74,False,792439,466528,GCF_000211935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/935/GCF_000211935.1_ASM21193v2/GCF_000211935.1_ASM21193v2_genomic.fna.gz,Shigella dysenteriae 155-74 (enterobacteria)
140,NZ,766143,PRJNA180555,SAMN00752563,NZ_AKNG,Shigella_dysenteriae_225_75,False,752563,486348,GCF_000268105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/105/GCF_000268105.1_ASM26810v1/GCF_000268105.1_ASM26810v1_genomic.fna.gz,Shigella dysenteriae 225-75 (enterobacteria)
141,NZ,766145,PRJNA179794,SAMN00792440,NZ_AFGW,Shigella_flexneri_VA_6,False,792440,466728,GCF_000213695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/695/GCF_000213695.1_ASM21369v2/GCF_000213695.1_ASM21369v2_genomic.fna.gz,Shigella flexneri VA-6 (enterobacteria)
142,NZ,766146,PRJNA224116,SAMN00792441,GCF_000213675.1,Shigella_flexneri_K_218,True,792441,466708,GCF_000213675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/675/GCF_000213675.1_ASM21367v2/GCF_000213675.1_ASM21367v2_genomic.fna.gz,Shigella flexneri K-218 (enterobacteria)
143,NZ,766147,PRJNA224116,SAMN00792442,GCF_000213735.1,Shigella_flexneri_K_227,True,792442,466768,GCF_000213735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/735/GCF_000213735.1_ASM21373v2/GCF_000213735.1_ASM21373v2_genomic.fna.gz,Shigella flexneri K-227 (enterobacteria)
144,NZ,766148,PRJNA224116,SAMN00792444,GCF_000213715.1,Shigella_flexneri_K_272,True,792444,466748,GCF_000213715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/715/GCF_000213715.1_ASM21371v2/GCF_000213715.1_ASM21371v2_genomic.fna.gz,Shigella flexneri K-272 (enterobacteria)
145,NZ,766149,PRJNA224116,SAMN00792445,GCF_000213755.1,Shigella_flexneri_K_304,True,792445,466788,GCF_000213755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/755/GCF_000213755.1_ASM21375v2/GCF_000213755.1_ASM21375v2_genomic.fna.gz,Shigella flexneri K-304 (enterobacteria)
146,NZ,766150,PRJNA224116,SAMN00113465,GCF_000268165.1,Shigella_flexneri_K_315,True,113465,486188,GCF_000268165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/165/GCF_000268165.1_ASM26816v1/GCF_000268165.1_ASM26816v1_genomic.fna.gz,Shigella flexneri K-315 (enterobacteria)
147,NZ,766152,PRJNA224116,SAMN00792446,GCF_000213435.1,Shigella_flexneri_K_671,True,792446,466808,GCF_000213435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/435/GCF_000213435.1_ASM21343v2/GCF_000213435.1_ASM21343v2_genomic.fna.gz,Shigella flexneri K-671 (enterobacteria)
148,NZ,766153,PRJNA224116,SAMN00017000,GCF_000268245.1,Shigella_flexneri_K_1770,True,17000,486168,GCF_000268245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/245/GCF_000268245.1_ASM26824v1/GCF_000268245.1_ASM26824v1_genomic.fna.gz,Shigella flexneri K-1770 (enterobacteria)
149,NZ,766155,PRJNA224116,SAMN00017661,GCF_000296305.1,Shigella_flexneri_1485_80,True,17661,493648,GCF_000296305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/305/GCF_000296305.1_ASM29630v1/GCF_000296305.1_ASM29630v1_genomic.fna.gz,Shigella flexneri 1485-80 (enterobacteria)
150,NZ,766158,PRJNA224116,SAMN00017001,GCF_000268085.1,Shigella_flexneri_2850_71,True,17001,486128,GCF_000268085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/085/GCF_000268085.1_ASM26808v1/GCF_000268085.1_ASM26808v1_genomic.fna.gz,Shigella flexneri 2850-71 (enterobacteria)
151,NZ,766159,PRJNA179801,SAMN00792448,NZ_AFHD,Shigella_flexneri_2930_71,False,792448,466868,GCF_000213495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/495/GCF_000213495.1_ASM21349v2/GCF_000213495.1_ASM21349v2_genomic.fna.gz,Shigella flexneri 2930-71 (enterobacteria)
152,NZ,766160,PRJNA179800,SAMN00792449,NZ_AFHC,Shigella_flexneri_4343_70,False,792449,466848,GCF_000213475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/475/GCF_000213475.1_ASM21347v2/GCF_000213475.1_ASM21347v2_genomic.fna.gz,Shigella flexneri 4343-70 (enterobacteria)
153,NZ,766161,PRJNA224116,SAMN00017231,GCF_000281795.1,Shigella_flexneri_6603_63,True,17231,471388,GCF_000281795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/795/GCF_000281795.1_ASM28179v1/GCF_000281795.1_ASM28179v1_genomic.fna.gz,Shigella flexneri 6603-63 (enterobacteria)
154,NZ,766162,PRJNA224116,SAMN00210757,GCF_000268045.1,Shigella_sonnei_3226_85,True,210757,486268,GCF_000268045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/045/GCF_000268045.1_ASM26804v1/GCF_000268045.1_ASM26804v1_genomic.fna.gz,Shigella sonnei 3226-85 (enterobacteria)
155,NZ,766163,PRJNA170462,SAMN00110653,NZ_AKND,Shigella_sonnei_3233_85,False,110653,486288,GCF_000268005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/005/GCF_000268005.1_ASM26800v1/GCF_000268005.1_ASM26800v1_genomic.fna.gz,Shigella sonnei 3233-85 (enterobacteria)
156,NZ,766164,PRJNA180553,SAMN00017228,NZ_AKNE,Shigella_sonnei_4822_66,False,17228,486308,GCF_000268225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/268/225/GCF_000268225.1_ASM26822v1/GCF_000268225.1_ASM26822v1_genomic.fna.gz,Shigella sonnei 4822-66 (enterobacteria)
157,NZ,932676,PRJNA179635,SAMN02472079,NZ_AERN,Shigella_boydii_ATCC_9905,False,2472079,463068,GCF_000193915.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/915/GCF_000193915.1_ASM19391v2/GCF_000193915.1_ASM19391v2_genomic.fna.gz,Shigella boydii ATCC 9905 (enterobacteria)
158,NZ,941429,PRJNA179634,SAMN02472086,NZ_AERM,Shigella_dysenteriae_CDC_74_1112,False,2472086,463048,GCF_000193895.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/895/GCF_000193895.1_ASM19389v2/GCF_000193895.1_ASM19389v2_genomic.fna.gz,Shigella dysenteriae CDC 74-1112 (enterobacteria)
