data_set,ds_index,alt_loci_count,chromosome_count,contig_count,contig_l50,contig_n50,non_chromosome_replicon_count,replicon_count,scaffold_count,scaffold_count_placed,scaffold_count_unlocalized,scaffold_count_unplaced,scaffold_l50,scaffold_n50,total_length,ungapped_length,assembly-level,assembly-status,representative-status,submitter-organization,taxonomy-check-status
ondov_2016,96,0,0,347,52,26291,0,0,291,0,0,291,42,33516,4446183,4439321,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,97,0,0,606,106,13684,0,0,305,0,0,305,42,32909,4489439,4454169,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,98,0,0,392,58,24327,0,0,340,0,0,340,50,29128,4426300,4420986,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,99,0,0,613,100,12784,0,0,310,0,0,310,42,30268,4411563,4377562,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,100,0,0,661,108,11339,0,0,297,0,0,297,41,33484,4398095,4358308,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,101,0,0,348,50,27681,0,0,274,0,0,274,41,31331,4330900,4323452,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,102,0,0,541,92,15575,0,0,282,0,0,282,44,31953,4428112,4396835,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,103,0,0,630,106,12273,0,0,295,0,0,295,42,33495,4456025,4419340,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,104,0,0,664,112,11964,0,0,302,0,0,302,43,30315,4428908,4384742,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,105,0,0,342,51,25797,0,0,299,0,0,299,43,30150,4408101,4403222,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,106,0,0,715,122,10519,0,0,300,0,0,300,43,30850,4400093,4351599,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,107,0,0,713,123,10541,0,0,301,0,0,301,42,30371,4408210,4363373,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,108,0,0,801,135,9874,0,0,307,0,0,307,43,30828,4444570,4389075,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,109,0,0,346,50,28502,0,0,302,0,0,302,42,30795,4417466,4413558,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,110,0,0,807,145,9473,0,0,316,0,0,316,44,30077,4484262,4430464,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,111,0,0,331,48,29052,0,0,304,0,0,304,43,30150,4409701,4406938,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,112,0,0,778,115,11242,0,0,318,0,0,318,44,30712,4573774,4521785,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,113,0,0,621,106,12607,0,0,308,0,0,308,43,30074,4458646,4422189,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,114,0,0,832,149,9180,0,0,308,0,0,308,44,29613,4427457,4367579,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,115,0,0,768,133,10095,0,0,304,0,0,304,43,30467,4422634,4368416,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,116,0,0,372,54,23922,0,0,299,0,0,299,42,33336,4441955,4431619,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,117,0,0,361,53,24695,0,0,304,0,0,304,43,30248,4428600,4422135,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,118,0,0,336,49,28549,0,0,300,0,0,300,42,31315,4429869,4425746,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,119,0,0,371,56,23062,0,0,294,0,0,294,41,33492,4418850,4410895,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,120,0,0,451,72,19673,0,0,312,0,0,312,43,30814,4446907,4429232,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,121,0,0,434,71,19170,0,0,300,0,0,300,42,33448,4473029,4456916,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,122,0,0,388,56,22416,0,0,305,0,0,305,42,31648,4421793,4412023,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,123,0,0,395,61,21650,0,0,294,0,0,294,42,30795,4425908,4414248,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,124,0,0,427,63,21616,0,0,304,0,0,304,42,31315,4510763,4498116,8,Scaffold,na,Chinese Center for Disease Control and Prevention (China CDC),OK
ondov_2016,125,0,0,71,13,155959,0,0,71,0,0,71,13,155959,4825496,4825496,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,126,0,1,1,1,4526576,0,1,1,1,0,0,1,4526576,4526576,4526576,90,Complete Genome,na,SC,OK
ondov_2016,127,0,0,442,48,28539,0,0,307,0,0,307,41,33264,4366750,4350029,2,Scaffold,na,"Institute of Disease Control and Prevention, Academy of Military Medical Sciences",OK
ondov_2016,128,0,0,115,12,131425,0,0,115,0,0,115,12,131425,5145982,5145982,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,129,0,0,80,11,132836,0,0,80,0,0,80,11,132836,4771765,4771765,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,130,0,0,52,9,149899,0,0,52,0,0,52,9,149899,4729738,4729738,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,131,0,0,67,7,166649,0,0,67,0,0,67,7,166649,4613557,4613557,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,132,0,0,96,12,152652,0,0,96,0,0,96,12,152652,5184598,5184598,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,133,0,0,106,10,127284,0,0,106,0,0,106,10,127284,4662214,4662214,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,134,0,0,313,23,59253,0,0,313,0,0,313,23,59253,4976410,4976410,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,135,0,0,75,13,126333,0,0,75,0,0,75,13,126333,4882454,4882454,1,Contig,na,Institute for Genome Sciences,Inconclusive
ondov_2016,136,0,0,113,12,130682,0,0,113,0,0,113,12,130682,5162596,5162596,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,137,0,0,111,15,92617,0,0,111,0,0,111,15,92617,4813170,4813170,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,138,0,0,70,6,183640,0,0,70,0,0,70,6,183640,4679117,4679117,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,139,0,0,83,6,344367,0,0,83,0,0,83,6,344367,4925489,4925489,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,140,0,0,81,13,123926,0,0,81,0,0,81,13,123926,4919022,4919022,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,141,0,0,71,11,135030,0,0,71,0,0,71,11,135030,4510648,4510648,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,142,0,0,93,13,127245,0,0,93,0,0,93,13,127245,4790351,4790351,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,143,0,0,79,10,142283,0,0,79,0,0,79,10,142283,4564844,4564844,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,144,0,0,85,11,166404,0,0,85,0,0,85,11,166404,4715291,4715291,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,145,0,0,101,13,121541,0,0,101,0,0,101,13,121541,4814276,4814276,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,146,0,0,82,14,129943,0,0,82,0,0,82,14,129943,4680138,4680138,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,147,0,0,52,9,198656,0,0,52,0,0,52,9,198656,4787280,4787280,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,148,0,0,50,9,189474,0,0,50,0,0,50,9,189474,4644642,4644642,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,149,0,0,63,9,151987,0,0,63,0,0,63,9,151987,4323161,4323161,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,150,0,0,65,12,137566,0,0,65,0,0,65,12,137566,4626718,4626718,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,151,0,0,106,12,134419,0,0,106,0,0,106,12,134419,4975885,4975885,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,152,0,0,72,11,150989,0,0,72,0,0,72,11,150989,4997922,4997922,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,153,0,0,91,13,112537,0,0,91,0,0,91,13,112537,4710353,4710353,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,154,0,0,110,16,100149,0,0,110,0,0,110,16,100149,5129830,5129830,1,Contig,na,Virginia Bioinformatics Institute,Inconclusive
ondov_2016,155,0,0,242,45,31046,0,0,242,0,0,242,45,31046,4596141,4596141,1,Contig,na,Virginia Bioinformatics Institute,OK
ondov_2016,156,0,0,209,41,35716,0,0,209,0,0,209,41,35716,4682763,4682763,1,Contig,na,Virginia Bioinformatics Institute,OK
ondov_2016,157,0,1,5,1,5153435,4,5,5,5,0,0,1,5153435,5325888,5325888,90,Complete Genome,na,Wellcome Trust Sanger Institute,OK
ondov_2016,158,0,1,1,1,4938920,0,1,1,1,0,0,1,4938920,4938920,4938920,90,Complete Genome,na,University of Goettingen,OK
ondov_2016,159,0,1,3,1,5082025,2,3,3,3,0,0,1,5082025,5497653,5497653,90,Complete Genome,na,Iowa State University,OK
ondov_2016,160,0,1,2,1,4717338,1,2,2,2,0,0,1,4717338,4839683,4839683,90,Complete Genome,na,Kitasato University,OK
ondov_2016,161,0,1,3,1,4920168,2,3,3,3,0,0,1,4920168,5029323,5029323,90,Complete Genome,na,US DOE Joint Genome Institute (JGI-PGF),OK
ondov_2016,162,0,1,1,1,4570938,0,1,1,1,0,0,1,4570938,4570938,4570938,90,Complete Genome,na,US DOE Joint Genome Institute (JGI-PGF),OK
ondov_2016,163,0,1,1,1,4935294,0,1,1,1,0,0,1,4935294,4935294,4935294,90,Complete Genome,na,"TEDA School of Biological Sciences and Biotechnology, Nankai University",OK
ondov_2016,164,0,0,416,18,97970,0,0,369,0,0,369,14,115053,5257500,5255598,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,165,0,0,344,18,99682,0,0,293,0,0,293,12,148245,5211464,5208973,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,166,0,0,345,60,24038,0,0,345,0,0,345,60,24038,5121336,5121336,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,167,0,0,181,21,74377,0,0,181,0,0,181,21,74377,5183560,5183560,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,168,0,0,542,15,121975,0,0,507,0,0,507,13,146570,5368321,5366154,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,169,0,0,109,13,131097,0,0,109,0,0,109,13,131097,5246924,5246924,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,170,0,0,75,8,262244,0,0,75,0,0,75,8,262244,5494508,5494508,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,171,0,0,512,23,85692,0,0,465,0,0,465,20,92257,5315868,5313552,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,172,0,0,471,15,115120,0,0,429,0,0,429,14,121958,5402274,5399260,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,173,0,0,888,60,28729,0,0,794,0,0,794,55,30758,5364936,5358480,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,174,0,0,466,15,142595,0,0,433,0,0,433,13,145488,5390951,5389317,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,175,0,0,530,15,133320,0,0,472,0,0,472,10,149777,5492181,5487348,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,176,0,0,485,22,86378,0,0,441,0,0,441,19,92178,5483302,5480602,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,177,0,0,533,21,85746,0,0,489,0,0,489,20,92191,5397564,5394616,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,178,0,0,787,25,73688,0,0,648,0,0,648,24,80367,5603705,5598956,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,179,0,0,400,14,142095,0,0,350,0,0,350,10,188561,5515235,5511669,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,180,0,0,503,23,78380,0,0,463,0,0,463,20,89897,5316056,5313781,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,181,0,0,415,18,98924,0,0,372,0,0,372,14,121451,5381042,5378075,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,182,0,0,248,11,157587,0,0,224,0,0,224,9,201583,4904373,4902399,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,183,0,0,17,3,1058150,0,0,10,0,0,10,2,1589325,5300068,5288048,2,Scaffold,na,Broad Institute,OK
ondov_2016,184,0,0,121,14,122163,0,0,121,0,0,121,14,122163,5158962,5158962,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,185,0,0,135,13,131702,0,0,135,0,0,135,13,131702,5214050,5214050,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,186,0,0,54,7,276282,0,0,7,0,0,7,1,3862170,5433701,5392282,2,Scaffold,na,Broad Institute,OK
ondov_2016,187,0,0,388,16,115431,0,0,388,0,0,388,16,115431,5250833,5250833,1,Contig,na,US FDA,OK
ondov_2016,188,0,0,622,20,81069,0,0,616,0,0,616,20,86419,5326340,5326280,2,Scaffold,na,Institute for Genome Sciences,OK
ondov_2016,189,0,0,262,39,41360,0,0,262,0,0,262,39,41360,4901168,4901168,1,Contig,na,Seoul National University,OK
ondov_2016,190,0,0,167,14,122080,3,3,167,1,24,142,14,122080,5330547,5330547,2,Scaffold,na,Uppsala University,OK
ondov_2016,191,0,0,198,21,77914,0,0,198,0,0,198,21,77914,5142363,5142363,1,Contig,na,IGS,OK
ondov_2016,192,0,0,198,23,77939,0,0,198,0,0,198,23,77939,5163730,5163730,1,Contig,na,IGS,OK
ondov_2016,193,0,0,117,10,199415,0,0,117,0,0,117,10,199415,5070534,5070534,1,Contig,na,IGS,OK
ondov_2016,194,0,0,160,18,98952,0,0,160,0,0,160,18,98952,4974499,4974499,1,Contig,na,IGS,OK
ondov_2016,195,0,0,135,12,135700,0,0,135,0,0,135,12,135700,5051011,5051011,1,Contig,na,IGS,OK
ondov_2016,196,0,0,276,34,46731,0,0,276,0,0,276,34,46731,5148955,5148955,1,Contig,na,IGS,OK
ondov_2016,197,0,0,103,12,119600,0,0,103,0,0,103,12,119600,5083747,5083747,1,Contig,na,IGS,OK
ondov_2016,198,0,0,210,19,99706,0,0,210,0,0,210,19,99706,5394923,5394923,1,Contig,na,IGS,OK
ondov_2016,199,0,0,180,14,116731,0,0,180,0,0,180,14,116731,5340854,5340854,1,Contig,na,IGS,OK
ondov_2016,200,0,0,136,16,106333,0,0,136,0,0,136,16,106333,4938416,4938416,1,Contig,na,IGS,OK
ondov_2016,201,0,0,135,12,122795,0,0,135,0,0,135,12,122795,5205842,5205842,1,Contig,na,IGS,OK
ondov_2016,202,0,0,125,9,207104,0,0,125,0,0,125,9,207104,5119812,5119812,1,Contig,na,IGS,OK
ondov_2016,203,0,0,121,14,120652,0,0,121,0,0,121,14,120652,4819309,4819309,1,Contig,na,IGS,OK
ondov_2016,204,0,0,151,11,155454,0,0,151,0,0,151,11,155454,5059975,5059975,1,Contig,na,IGS,OK
ondov_2016,205,0,0,194,13,120271,0,0,194,0,0,194,13,120271,5065641,5065641,1,Contig,na,IGS,OK
ondov_2016,206,0,0,189,13,122092,0,0,189,0,0,189,13,122092,5095547,5095547,1,Contig,na,IGS,OK
ondov_2016,207,0,0,686,76,17842,0,0,686,0,0,686,76,17842,4835478,4835478,1,Contig,na,IGS,OK
ondov_2016,208,0,0,166,13,138495,0,0,166,0,0,166,13,138495,5078350,5078350,1,Contig,na,IGS,OK
ondov_2016,209,0,0,252,21,66610,0,0,252,0,0,252,21,66610,5121565,5121565,1,Contig,na,IGS,OK
ondov_2016,210,0,0,193,20,85698,0,0,193,0,0,193,20,85698,5056530,5056530,1,Contig,na,IGS,OK
ondov_2016,211,0,0,125,12,143047,0,0,125,0,0,125,12,143047,5057835,5057835,1,Contig,na,IGS,OK
ondov_2016,212,0,0,35,3,673756,0,0,35,0,0,35,3,673756,5367395,5367395,1,Contig,na,IGS,OK
ondov_2016,213,0,0,55,6,371386,0,0,55,0,0,55,6,371386,5250942,5250942,1,Contig,na,IGS,OK
ondov_2016,214,0,0,217,23,75445,0,0,217,0,0,217,23,75445,5037371,5037371,1,Contig,na,IGS,OK
ondov_2016,215,0,0,26,3,597708,0,0,26,0,0,26,3,597708,4912356,4912356,1,Contig,na,IGS,OK
ondov_2016,216,0,0,130,9,186249,0,0,130,0,0,130,9,186249,5142014,5142014,1,Contig,na,IGS,OK
ondov_2016,217,0,0,142,11,189587,0,0,142,0,0,142,11,189587,5222034,5222034,1,Contig,na,IGS,OK
ondov_2016,218,0,0,196,11,170674,0,0,196,0,0,196,11,170674,5264157,5264157,1,Contig,na,IGS,OK
ondov_2016,219,0,0,156,10,178800,0,0,156,0,0,156,10,178800,5170822,5170822,1,Contig,na,IGS,OK
ondov_2016,220,0,0,138,16,120596,0,0,138,0,0,138,16,120596,4845288,4845288,1,Contig,na,IGS,OK
ondov_2016,221,0,0,304,15,106755,0,0,304,0,0,304,15,106755,5289163,5289163,1,Contig,na,University of Maryland School of Medicine,OK
ondov_2016,222,0,0,147,11,163829,0,0,147,0,0,147,11,163829,5191414,5191414,1,Contig,na,IGS,OK
ondov_2016,223,0,0,130,12,140478,0,0,130,0,0,130,12,140478,5063712,5063712,1,Contig,na,IGS,OK
ondov_2016,224,0,0,564,38,39675,0,0,564,0,0,564,38,39675,5077518,5077518,1,Contig,na,IGS,OK
ondov_2016,225,0,0,359,22,81490,0,0,359,0,0,359,22,81490,5029610,5029610,1,Contig,na,IGS,OK
ondov_2016,226,0,0,444,26,58673,0,0,444,0,0,444,26,58673,5188705,5188705,1,Contig,na,IGS,OK
ondov_2016,227,0,0,116,13,146791,0,0,116,0,0,116,13,146791,5259992,5259992,1,Contig,na,IGS,OK
ondov_2016,228,0,0,138,14,117340,0,0,138,0,0,138,14,117340,5311173,5311173,1,Contig,na,IGS,OK
ondov_2016,229,0,0,568,36,47814,0,0,568,0,0,568,36,47814,5619284,5619284,1,Contig,na,FDA,OK
ondov_2016,230,0,0,72,11,165669,0,0,72,0,0,72,11,165669,4872465,4872465,1,Contig,na,Kimron Veterinary Institute,OK
ondov_2016,231,0,0,59,7,251541,0,0,15,0,0,15,2,1153651,5314802,5270977,2,Scaffold,na,Broad Institute,OK
ondov_2016,232,0,0,58,7,279825,0,0,8,0,0,8,1,3020226,5171582,5124621,2,Scaffold,na,Broad Institute,OK
ondov_2016,233,0,0,14,4,535626,0,0,6,0,0,6,1,2495066,4876934,4869974,2,Scaffold,na,Broad Institute,OK
ondov_2016,234,0,0,46,6,307362,0,0,7,0,0,7,2,1462032,5180727,5111607,2,Scaffold,na,Broad Institute,OK
ondov_2016,235,0,0,94,16,114663,0,0,18,0,0,18,2,1406148,5121978,5060331,2,Scaffold,na,Broad Institute,OK
ondov_2016,236,0,0,66,11,212086,0,0,25,0,0,25,3,453026,5550382,5513241,2,Scaffold,na,Broad Institute,OK
ondov_2016,237,0,0,169,19,84753,0,0,169,0,0,169,19,84753,5220782,5220782,1,Contig,na,Broad Institute,OK
ondov_2016,238,0,0,89,14,121532,0,0,89,0,0,89,14,121532,4755075,4755075,1,Contig,na,Broad Institute,OK
ondov_2016,239,0,0,94,12,119777,0,0,94,0,0,94,12,119777,4790982,4790982,1,Contig,na,Broad Institute,OK
ondov_2016,240,0,0,116,14,117546,0,0,115,0,0,115,14,118808,5131751,5131691,2,Scaffold,na,Broad Institute,OK
ondov_2016,241,0,0,55,9,137659,0,0,55,0,0,55,9,137659,4892219,4892219,1,Contig,na,Broad Institute,OK
ondov_2016,242,0,0,114,14,129954,0,0,114,0,0,114,14,129954,5063548,5063548,1,Contig,na,Broad Institute,OK
ondov_2016,243,0,0,126,14,133662,0,0,126,0,0,126,14,133662,5146299,5146299,1,Contig,na,KRIBB,OK
ondov_2016,244,0,0,117,9,176113,0,0,117,0,0,117,9,176113,5077949,5077949,1,Contig,na,Seoul National University,OK
ondov_2016,245,0,0,37,6,315057,0,0,8,0,0,8,2,1029277,4960024,4915642,2,Scaffold,na,Broad Institute,OK
ondov_2016,246,0,0,18,3,792174,0,0,5,0,0,5,1,4619985,4815949,4798547,2,Scaffold,na,Broad Institute,OK
ondov_2016,247,0,0,50,9,201274,0,0,10,0,0,10,3,796843,5255257,5208939,2,Scaffold,na,Broad Institute,OK
ondov_2016,248,0,0,32,6,276353,0,0,9,0,0,9,2,821058,5002706,4988156,2,Scaffold,na,Broad Institute,OK
ondov_2016,249,0,0,36,7,324697,0,0,11,0,0,11,2,1586481,5124099,5099948,2,Scaffold,na,Broad Institute,OK
ondov_2016,250,0,0,69,9,196454,0,0,10,0,0,10,1,2980973,5480688,5313768,2,Scaffold,na,Broad Institute,OK
ondov_2016,251,0,0,33,7,279966,0,0,11,0,0,11,2,1172112,5220513,5191837,2,Scaffold,na,Broad Institute,OK
ondov_2016,252,0,0,36,5,347997,0,0,11,0,0,11,2,1482910,5144117,5106869,2,Scaffold,na,Broad Institute,OK
ondov_2016,253,0,0,103,14,101371,0,0,15,0,0,15,1,4996645,5266965,5178168,2,Scaffold,na,Broad Institute,OK
ondov_2016,254,0,0,121,16,99799,0,0,14,0,0,14,2,1448721,5238331,5062763,2,Scaffold,na,Broad Institute,OK
ondov_2016,255,0,0,88,17,110178,0,0,13,0,0,13,2,1856970,5189718,5116882,2,Scaffold,na,Broad Institute,OK
ondov_2016,256,0,0,26,5,366161,0,0,2,0,0,2,1,4915429,4916581,4860526,2,Scaffold,na,Broad Institute,OK
ondov_2016,257,0,0,33,5,335960,0,0,15,0,0,15,2,1294194,5097715,5074636,2,Scaffold,na,Broad Institute,OK
ondov_2016,258,0,0,54,7,243382,0,0,11,0,0,11,2,1554401,5093381,5048123,2,Scaffold,na,Broad Institute,OK
ondov_2016,259,0,0,66,9,188342,0,0,5,0,0,5,1,5176203,5290842,5195692,2,Scaffold,na,Broad Institute,OK
ondov_2016,260,0,0,32,6,405444,0,0,5,0,0,5,1,2794411,5174661,5138895,2,Scaffold,na,Broad Institute,OK
ondov_2016,261,0,0,68,8,214411,0,0,6,0,0,6,1,3119279,5475918,5330508,2,Scaffold,na,Broad Institute,OK
ondov_2016,262,0,0,114,16,104596,0,0,19,0,0,19,2,1163077,5307195,5189038,2,Scaffold,na,Broad Institute,OK
ondov_2016,263,0,0,35,7,280658,0,0,7,0,0,7,2,1998151,5029119,4987395,2,Scaffold,na,Broad Institute,OK
ondov_2016,264,0,0,65,9,210461,0,0,11,0,0,11,2,1307165,5079910,5021526,2,Scaffold,na,Broad Institute,OK
ondov_2016,265,0,0,29,6,307732,0,0,8,0,0,8,2,1279531,4890532,4854951,2,Scaffold,na,Broad Institute,OK
ondov_2016,266,0,0,22,5,351803,0,0,3,0,0,3,1,4753629,4757839,4731104,2,Scaffold,na,Broad Institute,OK
ondov_2016,267,0,0,50,8,206689,0,0,11,0,0,11,2,1868417,4859600,4829673,2,Scaffold,na,Broad Institute,OK
ondov_2016,268,0,0,160,26,63708,0,0,160,0,0,160,26,63708,5084721,5084721,1,Contig,na,UNICAMP,OK
ondov_2016,269,0,0,39,7,286355,0,0,13,0,0,13,3,590991,5308391,5280601,2,Scaffold,na,Broad Institute,OK
ondov_2016,270,0,0,42,6,276382,0,0,42,0,0,42,6,276382,5435819,5435819,1,Contig,na,Broad Institute,OK
ondov_2016,271,0,0,43,7,316568,0,0,43,0,0,43,7,316568,5423822,5423822,1,Contig,na,Broad Institute,OK
ondov_2016,272,0,0,36,7,313052,0,0,9,0,0,9,2,1230581,5303516,5278586,2,Scaffold,na,Broad Institute,OK
ondov_2016,273,0,1,3,1,5585611,2,3,3,3,0,0,1,5585611,5737293,5737293,90,Complete Genome,na,USDA-ARS-WRRC-PSM,OK
ondov_2016,274,0,1,3,1,5402276,2,3,3,3,0,0,1,5402276,5559008,5559008,90,Complete Genome,na,"USDA, ARS, WRRC, PSM",OK
ondov_2016,275,0,0,263,26,56295,0,0,189,0,0,189,19,84542,5368087,5360687,2,Scaffold,na,Washington University,OK
ondov_2016,276,0,0,365,24,70422,0,0,273,0,0,273,17,101494,5321900,5312700,2,Scaffold,na,Washington University,OK
ondov_2016,277,0,0,235,29,50518,0,0,179,0,0,179,20,84408,5251812,5246212,2,Scaffold,na,Washington University,OK
ondov_2016,278,0,0,188,18,99158,0,0,140,0,0,140,11,159527,4994543,4989743,2,Scaffold,na,Washington University,OK
ondov_2016,279,0,0,47,9,214545,0,0,14,0,0,14,1,3034593,5421619,5368543,2,Scaffold,na,Broad Institute,OK
ondov_2016,280,0,0,55,9,202223,0,0,23,0,0,23,4,634574,5281551,5258683,2,Scaffold,na,Broad Institute,OK
ondov_2016,281,0,0,92,8,279885,0,0,23,0,0,23,2,1292507,5607256,5407372,2,Scaffold,na,Broad Institute,OK
ondov_2016,282,0,0,33,5,388179,0,0,18,0,0,18,3,634054,5032804,5023500,2,Scaffold,na,Broad Institute,OK
ondov_2016,283,0,0,93,15,137672,0,0,26,0,0,26,4,729262,5659831,5587017,2,Scaffold,na,Broad Institute,OK
ondov_2016,284,0,0,41,8,249654,0,0,15,0,0,15,3,790842,5123338,5090064,2,Scaffold,na,Broad Institute,OK
ondov_2016,285,0,0,30,4,524764,0,0,11,0,0,11,1,3847391,5570141,5512513,2,Scaffold,na,Broad Institute,OK
ondov_2016,286,0,0,93,11,139141,0,0,13,0,0,13,2,1476442,4696767,4626745,2,Scaffold,na,Broad Institute,OK
ondov_2016,287,0,0,65,7,239466,0,0,18,0,0,18,1,3217953,5269607,5175953,2,Scaffold,na,Broad Institute,OK
ondov_2016,288,0,0,90,8,291678,0,0,22,0,0,22,4,659596,5530615,5345308,2,Scaffold,na,Broad Institute,OK
ondov_2016,289,0,0,134,21,73758,0,0,53,0,0,53,5,398282,5083452,4814735,2,Scaffold,na,Broad Institute,OK
ondov_2016,290,0,0,104,14,125374,0,0,49,0,0,49,6,391145,5336566,5099732,2,Scaffold,na,Broad Institute,OK
ondov_2016,291,0,0,38,5,313860,0,0,12,0,0,12,1,2882126,5182781,5150080,2,Scaffold,na,Broad Institute,OK
ondov_2016,292,0,0,20,5,401142,0,0,8,0,0,8,1,3096554,5057101,5044148,2,Scaffold,na,Broad Institute,OK
ondov_2016,293,0,0,13,2,689204,0,0,9,0,0,9,1,2948081,5169045,5163474,2,Scaffold,na,Broad Institute,OK
ondov_2016,294,0,0,48,4,596778,0,0,25,0,0,25,4,699241,5369935,5337054,2,Scaffold,na,Broad Institute,OK
ondov_2016,295,0,0,31,5,347870,0,0,12,0,0,12,2,1275537,5208799,5191452,2,Scaffold,na,Broad Institute,OK
ondov_2016,296,0,0,28,4,618480,0,0,8,0,0,8,1,4357008,5057814,4964739,2,Scaffold,na,Broad Institute,OK
ondov_2016,297,0,0,54,5,317666,0,0,38,0,0,38,2,618531,5078712,5053548,2,Scaffold,na,Broad Institute,OK
ondov_2016,298,0,0,69,10,175936,0,0,28,0,0,28,3,756559,5184985,5153661,2,Scaffold,na,Broad Institute,OK
